glottocode,name,isocodes,level,macroarea,latitude,longitude
sout2829,Southern Turkana,,dialect,Africa,,
sout3356,Southern Wonk,,dialect,Africa,,
sout2782,South Fali,fal,language,Africa,9.51408,13.6164
sout3324,South Gize-North Bani Swēf-ilFayyūm,,dialect,Africa,,
sout3051,South Giziga,giz,language,Africa,10.2809,14.1931
sout2804,South Ibie,,dialect,Africa,,
sout2814,South Kitui,,dialect,Africa,,
sout2815,South Kwandu,,dialect,Africa,,
sout3112,South Levantine Bedawi Arabic,,dialect,Africa,,
sout2817,South Lobala,,dialect,Africa,,
sout3056,South Oran,,dialect,Africa,,
suda1237,South Sudanese Creole Arabic,pga,language,Africa,5.654,28.774
sout3410,South Sudanese Sign Language,,language,Africa,4.85947,31.57144
sout3345,South Teere,,dialect,Africa,,
sout3270,South Transvaal Ndebele,nbl,dialect,Africa,,
sout2819,Southwest Bobe,,dialect,Africa,,
sout2821,Southwest Duguri,,dialect,Africa,,
sout2832,Southwestern Dinka,dik,language,Africa,8.81115,28.0613
sout3322,Southwestern frontier ilŠarqiyya-Southern parts of idDaqahliyya-Southeastern parts of the centre of the Delta,,dialect,Africa,,
sout3114,South-Western Tunisian,,dialect,Africa,,
sout2785,Southwest Gbaya,gso,language,Africa,4.70037,14.9569
sout3393,Southwest Marakwet,,dialect,Africa,,
sout3386,South-West Mumuye,,dialect,Africa,,
sout3351,South Yemba,,dialect,Africa,,
soyy1234,Soy,,dialect,Africa,,
stan1305,Standard Bambara,,dialect,Africa,,
stan1324,Standard Moroccan Tamazight,zgh,dialect,Africa,,
sthe1236,St. Helena English,,dialect,Africa,-15.9656,-5.7121
stra1247,Strandberg-Katkop,,dialect,Africa,,
suba1238,Suba,sxb,language,Africa,-0.95719,34.1033
suba1252,Suba-Simbiti,ssc,language,Africa,-1.103296,34.268
subi1247,Subi,xsj,dialect,Africa,-2.93387,31.3594
subi1246,Subiya,sbs,language,Africa,-17.5696,24.8867
suda1236,Sudanese Arabic,apd,language,Africa,17.8021,33.3179
tazn1238,Sud Oranais-Gourara,grr,language,Africa,29.1107,0.01992
sugu1242,Sugurti,,dialect,Africa,,
suie1242,Suiei,,dialect,Africa,,
suie1241,Suiei (Okiek),,dialect,Africa,,
suku1259,Suku,sub,language,Africa,-5.76495,17.7736
suku1261,Sukuma,suk,language,Africa,-3.16082,32.8765
suku1272,Sukur,syk,language,Africa,10.8933,13.6437
suku1258,Sukurase,,dialect,Africa,,
suku1262,Sukuuma,,dialect,Africa,,
sukw1242,Sukwa,,dialect,Africa,,
suli1238,Sulima,,dialect,Africa,,
summ1239,Sum,,dialect,Africa,,
suma1264,Suma,sqm,language,Africa,7.0953,17.0093
sout2808,Sumayela Ndebele,,language,Africa,-25.6272,29.048
sumb1240,Sumbwa,suw,language,Africa,-3.47335,31.9457
sung1270,Sungor,,dialect,Africa,,
suoo1238,Suõõ,,dialect,Africa,,
supa1245,Supana,,dialect,Africa,,
supi1236,Supide,,dialect,Africa,,
supy1237,Supyire Senoufo,spp,language,Africa,11.632,-5.87709
surr1238,Sur,tdl,language,Africa,9.47958,9.49007
surb1238,Surbakhal,sbj,language,Africa,13.1331,21.6243
suri1268,Suri (Kacipo-Balesi),,dialect,Africa,,
surw1234,Surwa,,dialect,Africa,,
susi1238,Sus-Agadir,,dialect,Africa,,
susu1250,Susu,sus,language,Africa,10.4046,-13.3628
suun1239,Suundi,sdj,language,Africa,-4.58488,13.3212
suwa1240,Suwa,,dialect,Africa,,
swab1243,Swabou,,dialect,Africa,,
swag1238,Swaga,,dialect,Africa,,
swah1253,Swahili,swh,language,Africa,-8.25605,37.624
swak1238,Swaka,,dialect,Africa,,
swat1243,Swati,ssw,language,Africa,-26.0,31.5
swet1238,Sweta,,dialect,Africa,,
shaa1247,Sya,scw,language,Africa,9.23281,8.77569
syab1238,Syabéré,,dialect,Africa,,
syaa1239,Sya Bobo,,dialect,Africa,,
syan1242,Syan,,language,Africa,1.280475,34.337012
syen1235,Syenara Senoufo,shz,dialect,Africa,10.5954,-5.8581
syer1236,Syer,,dialect,Africa,,
taab1238,Taabwa,tap,language,Africa,-7.91416,29.5238
taan1239,Taan,,dialect,Africa,,
taba1272,Tabarog,,dialect,Africa,,
tach1250,Tachelhit,shi,language,Africa,29.7854,-7.77879
tach1251,Tachenwit,,dialect,Africa,,
tach1242,Tachoni,lts,language,Africa,0.6079,34.8298
tada1238,Tadaksahak,dsq,language,Africa,16.685,2.32653
tadg1238,Tadghaq,,dialect,Africa,,
tadh1238,Tadha,,dialect,Africa,,
tadh1242,Tadhaq,,dialect,Africa,,
tado1245,Tado (Benin),,dialect,Africa,,
tafi1243,Tafi,tcd,language,Africa,6.79522,0.39875
tafi1244,Tafire,,dialect,Africa,,
taga1266,Tagara,,dialect,Africa,,
tagb1263,Tagbana Sud,,dialect,Africa,,
tagb1256,Tagbari,,dialect,Africa,,
tagb1257,Tagboussikan,,dialect,Africa,,
tagb1255,Tagbu,tbm,language,Africa,7.76,27.71
tagd1238,Tagdal,tda,language,Africa,16.1908,6.83992
tagh1234,Taghzut,,dialect,Africa,,
tago1246,Tagoi,tag,language,Africa,12.0346,30.9306
tagw1240,Tagwana Senoufo,tgw,language,Africa,8.67053,-5.17372
taha1241,Tahaggart Tamahaq,thv,language,Africa,22.5908,8.73169
taha1240,Tahamba,,dialect,Africa,,
tait1250,Taita,dav,language,Africa,-3.79347,38.57254
taju1238,Tajuasohn,tja,language,Africa,5.50685,-8.98904
taka1239,Takama,,dialect,Africa,,
taka1264,Takamanda,,dialect,Africa,,
taka1269,Takas,,dialect,Africa,,
taka1262,Takawa-Béngoro,,dialect,Africa,,
taka1263,Takaya,,dialect,Africa,,
taka1265,Takazze-Setiit,,dialect,Africa,,
niak1239,Takper,,dialect,Africa,,
taku1256,Takum,,dialect,Africa,,
taku1255,Takum (Kpan),,dialect,Africa,,
takw1238,Takwane,tke,language,Africa,-16.2276,36.249
tall1250,Tal,tal,language,Africa,9.15354,9.50774
tala1295,Tala,tak,language,Africa,10.233,9.85457
tala1281,Talahundra,,dialect,Africa,,
tala1282,Talassa,,dialect,Africa,,
tale1239,Tale,,dialect,Africa,,
tali1258,Talinga-Bwisi,tlj,language,Africa,0.676185,29.9494
tall1245,Tallau,,dialect,Africa,,
taln1239,Talni,,dialect,Africa,,
tama1332,Tama,,dialect,Africa,,
tama1331,Tama (Chad),tma,language,Africa,14.332,21.9951
tama1365,Tamasheq,taq,language,Africa,14.2038,-2.41269
tamb1268,Tambaro,,dialect,Africa,,
tamb1267,Tambas,tdk,language,Africa,9.36039,9.32836
tamb1252,Tambo,,dialect,Africa,,
tame1243,Tamezret,,dialect,Africa,,
tamk1242,Tamki,tax,language,Africa,11.4926,18.2295
tamm1234,Tammusht,,dialect,Africa,,
tamp1252,Tampulma,tpm,language,Africa,9.75577,-1.35467
tana1279,Tana,,dialect,Africa,,
tana1285,Tañala,,dialect,Africa,,
tana1297,Tanassfarwat,,dialect,Africa,,
tand1252,Tanda (Lobala),,dialect,Africa,,
tand1251,Tande,,dialect,Africa,,
tand1256,Tandroy Malagasy,tdx,language,Africa,-24.80155,45.9
tang1345,Tang,,dialect,Africa,,
nucl1696,Tangale,tan,language,Africa,9.75444,11.3228
tang1346,Tangalto Lele,,dialect,Africa,,
tang1342,Tangamma,,dialect,Africa,,
tang1341,Tangbago,,dialect,Africa,,
tang1343,Tangeta,,dialect,Africa,,
tang1344,Tangi,,dialect,Africa,,
tang1371,Tangier,,dialect,Africa,,
ngor1242,Tangoro,,dialect,Africa,,
tank1238,Tankri,,dialect,Africa,,
tano1246,Tanosy Malagasy,txy,language,Africa,-24.9186,47.1357
tanz1241,Tanzanian Ngoni,xnj,language,Africa,-11.779,35.459
tanz1238,Tanzanian Sign Language,tza,language,Africa,-6.82431,39.127
taoo1239,Tao,,dialect,Africa,,
taol1236,Taolendé,,dialect,Africa,,
tara1314,Taram,,dialect,Africa,,
airr1238,Tarbun,,dialect,Africa,,
tari1263,Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,rif,language,Africa,34.916974,-3.430616
tari1264,Tariyit,,dialect,Africa,,
tarj1235,Tarjumo,txj,language,Africa,11.852298,13.157959
taro1263,Tarok,yer,language,Africa,8.98356,10.0288
tasa1242,Tasahlit,,dialect,Africa,,
tasa1240,Tasawaq,twq,language,Africa,16.7814,6.92037
talo1250,Tasomi-Tata,tlo,language,Africa,10.6453,30.4815
tatt1243,Tattara,,dialect,Africa,,
taun1249,Taung,,dialect,Africa,,
tava1240,Tavara,,dialect,Africa,,
tave1240,Taveta,tvs,language,Africa,-3.41822,37.7061
tavh1238,Tavha-Tsindi,,dialect,Africa,,
tawa1286,Tawallammat Tamajaq,ttq,language,Africa,13.9878,4.47692
tawa1287,Tawallammat Tan Ataram,,dialect,Africa,,
tawa1288,Tawallammat Tan Dannag,,dialect,Africa,,
tawa1269,Tawana,,dialect,Africa,,
tawa1270,Tawara,twl,language,Africa,-16.0167,31.621
tawa1272,Tawara-Chioco,,dialect,Africa,,
tawa1271,Tawara-Daque,,dialect,Africa,,
tawa1273,Tawari,,dialect,Africa,,
taya1251,Tayari,,dialect,Africa,,
taya1257,Tayart Tamajeq,thz,language,Africa,16.9232,7.6743
tcha1240,Tchabankeere,,dialect,Africa,,
tcha1244,Tchagin,,dialect,Africa,,
tchi1246,Tchien,,dialect,Africa,,
tchi1244,Tchini,,dialect,Africa,,
tchi1253,Tchire,,dialect,Africa,,
tchi1245,Tchitchege,tck,language,Africa,-2.03393,13.6001
tchu1241,Tchumbuli,bqa,language,Africa,8.43449,2.55627
tcir1234,Tcire-Tcire,,dialect,Africa,,
tebu1240,Tebul Sign Language,tsy,language,Africa,14.499995,-3.499957
tebu1239,Tebul Ure Dogon,dtu,language,Africa,14.66,-3.1
teda1241,Tedaga,tuq,language,Africa,18.0426,14.7717
teee1242,Tee,tkq,language,Africa,4.73213,7.37553
teed1234,Tee Dan,,dialect,Africa,,
teee1241,Tee (Gola),,dialect,Africa,,
teen1242,Téén,lor,language,Africa,9.84556,-3.71183
teer1238,Teere-Poli,,dialect,Africa,,
tega1236,Tegali,ras,language,Africa,11.9523,31.1112
tege1243,Tege-Kali,,dialect,Africa,,
teis1234,Teisei,,dialect,Africa,,
teix1238,Teixeira Pinto,,dialect,Africa,,
teke1284,Teke-Eboo,,dialect,Africa,,
teke1278,Teke-Eboo-Nzikou,ebo,language,Africa,-2.384219,15.623277
teke1274,Teke-Fuumu,ifm,language,Africa,-3.59003,15.5061
teke1280,Teke-Kukuya,kkw,language,Africa,-2.27122,14.4407
teke1277,Teke-Laali,lli,language,Africa,-3.34458,13.2703
teke1279,Teke-Nzikou,nzu,dialect,Africa,-2.65261,15.2047
teke1281,Teke-Tsaayi,tyi,language,Africa,-2.98028,13.8603
teke1276,Teke-Tyee,tyx,language,Africa,-3.50685,13.8668
temm1241,Tem,kdh,language,Africa,8.967,1.136
tema1244,Temacin,,dialect,Africa,,
temb1271,Tembo,,dialect,Africa,,
temb1270,Tembo (Kitembo),tbt,language,Africa,-1.91863,28.5778
teme1252,Teme,tdo,language,Africa,8.74437,11.3894
nucl1339,Temein,teq,language,Africa,11.8275,29.3898
temi1247,Temi,soz,language,Africa,-2.19303,35.8035
tems1234,Temsamane,,dialect,Africa,,
tene1247,Tenenga,,dialect,Africa,,
tene1246,Tenere,,dialect,Africa,,
teng1263,Teng,,dialect,Africa,,
teng1265,Tenga,,dialect,Africa,,
teng1264,Tengia,,dialect,Africa,,
tene1248,Tengou-Togo Dogon,dtk,language,Africa,14.0675,-3.37158
teng1266,Tengu Kan,,dialect,Africa,,
tenn1246,Tennet,tex,language,Africa,4.91107,32.6307
tenu1234,Tenu Kan,,dialect,Africa,,
teny1243,Tenyer,,dialect,Africa,,
tepp1235,Tep,,language,Africa,6.675724,11.117363
tepo1240,Tepo,,dialect,Africa,,
tepo1239,Tepo Krumen,ted,language,Africa,5.16267,-7.66346
terr1239,Ter,,dialect,Africa,,
tera1251,Tera,ttr,language,Africa,11.0376,11.80953
tere1275,Terego,,dialect,Africa,,
tere1274,Terekongo,,dialect,Africa,,
teri1243,Teri,,dialect,Africa,,
teri1244,Terik,tec,language,Africa,0.6,35.0
tesa1236,Tesaka Malagasy,tkg,language,Africa,-23.3,47.33
tese1238,Tese,keg,language,Africa,11.3885,29.5803
tesh1239,Teshenawa,twc,language,Africa,9.64189,8.35594
teso1249,Teso,teo,language,Africa,1.18321,33.9394
tesu1244,Tesu,,dialect,Africa,,
tete1250,Tetela,tll,language,Africa,-4.29314,24.546
tets1235,Tetserret,tez,language,Africa,14.973333,5.699722
tewe1238,Tewe,twx,language,Africa,-18.4459,33.8246
thaa1239,Tha,thy,language,Africa,9.21338,11.1751
thag1240,Thagichu,,dialect,Africa,,
thar1283,Tharaka,thk,language,Africa,-0.13221,38.073
thar1285,Tharuuca,,dialect,Africa,,
them1241,Thembu,,dialect,Africa,,
thia1238,Thiang,,dialect,Africa,,
thla1238,Thlaro,,dialect,Africa,,
thog1238,Thognaath,,dialect,Africa,,
thoi1238,Thoi,,dialect,Africa,,
thur1255,Thuri,thu,language,Africa,8.72567,26.4858
tiii1240,Ti,,dialect,Africa,,
tiaa1238,Tiaala,,dialect,Africa,,
tiag1235,Tiagbamrin Aizi,ahi,language,Africa,5.28022,-4.62352
tiap1238,Tiapi,,dialect,Africa,,
tibe1274,Tibea,ngy,language,Africa,5.30535,11.3103
tidi1242,Tidikelt,,dialect,Africa,,
tidi1241,Tidikelt-Tuat Tamazight,tia,language,Africa,27.019,1.86218
tiee1238,Tie,,dialect,Africa,,
tief1242,Tiefo-Daramandugu,tiq,language,Africa,10.7184,-4.52619
tief1244,Tiefo-Nyafogo-Numudara,,language,Africa,10.85,-4.45
tiem1235,Tiemacèwè Bozo,boo,language,Africa,15.47052,-4.25688
tien1242,Tiene,tii,language,Africa,-2.84694,16.4765
tien1243,Tienpo,,dialect,Africa,,
tiey1235,Tiéyaxo Bozo,boz,language,Africa,14.1223,-5.08609
tiga1244,Tigania,,dialect,Africa,,
tige1238,Tige,,dialect,Africa,,
tigl1238,Tiglu,,dialect,Africa,,
tigo1236,Tigon Mbembe,nza,language,Africa,6.983995,10.70849
tigr1252,Tigray,,dialect,Africa,,
tigr1270,Tigre,tig,language,Africa,17.3494,38.2233
tigr1271,Tigrinya,tir,language,Africa,15.3359,38.9266
tiho1238,Tihoun,,dialect,Africa,,
tiit1238,Tiitaal,,dialect,Africa,,
tika1245,Tika,,dialect,Africa,,
tika1246,Tikar,tik,language,Africa,5.87004,11.6104
till1253,Til,,dialect,Africa,,
tima1241,Tima,tms,language,Africa,11.7176,29.1632
timb1262,Timbaro,,dialect,Africa,,
timb1263,Timbuktu,,dialect,Africa,,
timn1235,Timne,tem,language,Africa,8.90294,-12.3331
ting1253,Tingal,tie,language,Africa,12.1797,31.1244
ting1251,Tingong,,dialect,Africa,,
tint1242,Tinta,,dialect,Africa,,
tiof1238,Tioffo,,dialect,Africa,,
tira1254,Tira,tic,language,Africa,11.0963,30.8092
tira1255,Tira El Akhdar,,dialect,Africa,,
tira1257,Tira Lumum,,dialect,Africa,,
tira1256,Tira Mandi,,dialect,Africa,,
tira1258,Tiranige Diga Dogon,tde,language,Africa,14.76,-3.7
tiri1257,Tiriki,,dialect,Africa,,
tirm1240,Tirma,,dialect,Africa,,
suri1267,Tirma-Chai,suq,language,Africa,6.03205,35.0823
tish1239,Tishena,,dialect,Africa,,
titt1238,Tit,,dialect,Africa,,
tita1240,Tita,tdq,language,Africa,8.19382,10.1272
tito1234,Titong,,dialect,Africa,,
tivv1240,Tiv,tiv,language,Africa,6.88039,9.26287
yaaa1242,Tiyaa,tyy,language,Africa,9.57325,9.47875
tiya1238,Tiyal,,dialect,Africa,,
tjha1234,Tjhauba,,dialect,Africa,,
tjwa1234,Tjwao,,dialect,Africa,,
tlah1238,Tlahaping,,dialect,Africa,,
tlha1241,Tlhaping,,dialect,Africa,,
tlha1242,Tlharo,,dialect,Africa,,
tlok1241,Tlokwa,,dialect,Africa,,
tmag1238,Tmagourt,,dialect,Africa,,
tooo1238,To,toz,language,Africa,7.25936,15.2819
toba1264,Toba (Ethiopia),,dialect,Africa,,
toba1280,Tobanga,tng,language,Africa,9.8289,16.209
itun1238,Toboanye,,dialect,Africa,,
toce1238,Tocenga,,dialect,Africa,,
toch1257,Tocho,taz,language,Africa,10.8828,30.1567
toen1238,Toende,,dialect,Africa,,
toff1238,Tof,,dialect,Africa,,
tofi1235,Tofin Gbe,tfi,language,Africa,6.51774,2.43226
togb1242,Togbo,,dialect,Africa,,
togb1241,Togbo-Vara Banda,tor,language,Africa,6.35815,22.7362
togo1253,Togo,,dialect,Africa,,
togo1251,Togo (Ewe),,dialect,Africa,,
togo1254,Togo Kan,,dialect,Africa,,
togo1252,Togoyo,tgy,language,Africa,8.6629,25.9756
toka1243,Toka,,dialect,Africa,,
domb1246,Toka-Leya-Dombe,dov,language,Africa,-18.37,26.502
toko1242,Toko,,dialect,Africa,,
tola1237,Tola,,dialect,Africa,,
told1238,Toldil,,dialect,Africa,,
toli1243,Toli,,dialect,Africa,,
toma1245,Toma,tod,language,Africa,8.4228,-9.3491
toma1246,Toma (Eastern Mande),,dialect,Africa,,
tomb1246,Tombidi,,language,Africa,-2.227418,12.362376
tomm1242,Tommo So Dogon,dto,language,Africa,14.756,-3.28
tomo1243,Tomo Kan Dogon,dtm,language,Africa,13.6331,-3.82228
tond1249,Tondi Songway Kiini,tst,language,Africa,15.262989,-2.816163
tong1315,Tonga (Chopi),,dialect,Africa,,
tong1321,Tonga (Nyasa),tog,language,Africa,-12.0816,34.0613
tong1316,Tonga of the Bikita and Gutu Districts,,dialect,Africa,,
tong1318,Tonga (Zambia),toi,language,Africa,-17.422325,27.103495
tong1331,Tongov,,dialect,Africa,,
tong1320,Tongwe,tny,language,Africa,-6.43051,30.0807
tonj1245,Tonj Bongo,,dialect,Africa,,
tonj1244,Tonjo,,dialect,Africa,,
tonj1246,Tonjon,tjn,language,Africa,8.357,-4.40666
toor1238,Tooro,ttj,language,Africa,0.57291,30.6389
topo1242,Toposa,toq,language,Africa,5.15904,34.2159
tora1258,Tora (Bangba),,dialect,Africa,,
tora1267,Toram,trj,language,Africa,11.2027,19.5254
toro1249,Toro,tdv,language,Africa,9.09143,8.58194
toro1251,Torona,tqr,language,Africa,11.1254,30.341
toro1252,Toro So Dogon,dts,language,Africa,14.40749,-3.10006
toro1253,Toro Tegu Dogon,dtt,language,Africa,15.0644,-2.22427
torr1258,Torrock-Kaélé,,dialect,Africa,,
tote1238,Totela,ttl,language,Africa,-16.9575,24.3751
toua1238,Touat,,dialect,Africa,,
touc1238,Toucouleur,,dialect,Africa,,
toud1238,Toudougouka,,dialect,Africa,,
tour1242,Toura (Côte d'Ivoire),neb,language,Africa,7.76747,-7.33105
town1238,Town Bemba,,dialect,Africa,,
tran1295,Transitional Eastern Agaw,,dialect,Africa,,
trem1243,Trembo,,dialect,Africa,,
trep1238,Trepo,,dialect,Africa,,
trip1239,Tripolitanian Arabic,,dialect,Africa,,
tris1241,Tristan da Cunha English,,dialect,Africa,-37.068,-12.311
truu1238,Tru,,dialect,Africa,,
tsaa1241,Tsaamo,,dialect,Africa,,
tsaa1242,Tsaangi,tsa,language,Africa,-2.29245,12.7581
tsam1247,Tsamai,tsb,language,Africa,5.3097,36.9139
tsao1238,Ts'aokhoe,,dialect,Africa,,
tsch1248,Tschetti,,dialect,Africa,,
tshi1238,Tshidi-Khwe,,dialect,Africa,,
tshw1238,Tshwa,,dialect,Africa,,
tsik1238,Tsikimba,kdl,language,Africa,9.60496,4.88739
tsim1257,Tsimihety Malagasy,xmw,language,Africa,-15.4294,48.8102
tsix1234,Ts'ixa,,language,Africa,-19.180953,23.998153
tsoo1241,Tso,ldp,language,Africa,9.53256,11.4972
tsog1243,Tsogo,tsv,language,Africa,-1.55469,11.1359
tson1249,Tsonga,tso,language,Africa,-23.5754,31.8105
tsot1242,Tsotsitaal,fly,language,Africa,-25.8633,27.4955
tsot1241,Tsotso,lto,language,Africa,0.2975,34.6961
tsua1234,Tsua,,dialect,Africa,,
tsun1243,Tsunga,,dialect,Africa,,
tsuv1239,Tsuvadi,tvd,language,Africa,10.8421,5.22095
tsuv1243,Tsuvan,tsh,language,Africa,10.1551,13.628
tswa1255,Tswa,tsc,language,Africa,-22.9891,32.4287
tswa1253,Tswana,tsn,language,Africa,-24.368,24.7587
tswa1237,Tswapong,two,language,Africa,-23.40552,27.42009
tswe1238,Tswene,,dialect,Africa,,
tuba1275,Tuba,,dialect,Africa,,
bund1254,Tucangu,,dialect,Africa,,
loga1243,Tufombo,,dialect,Africa,,
tuge1241,Tugen,tuy,language,Africa,0.66573,35.8499
tuic1247,Tuic,,dialect,Africa,,
tuic1246,Tuic (Southwestern Dinka),,dialect,Africa,,
tuka1245,Tuka,,dialect,Africa,,
tuki1240,Tuki,bag,language,Africa,4.64348,11.5353
komb1269,Tukombe,,dialect,Africa,,
tuku1253,Tuku,,dialect,Africa,,
tula1252,Tula,tul,language,Africa,9.84629,11.52551
nucl1693,Tulai,tvi,language,Africa,10.06673,9.28484
tula1255,Tulan,,dialect,Africa,,
tule1250,Tulema,,dialect,Africa,,
tuli1249,Tulishi,tey,language,Africa,11.4507,29.108
tuma1260,Tumak,tmc,language,Africa,9.43747,17.4216
tuma1247,Tumale,,dialect,Africa,,
tuma1249,Tumari,,dialect,Africa,,
tuma1248,Tumari Kanuri,krt,language,Africa,14.2584,13.1571
mber1258,Tumbele,,dialect,Africa,,
tumb1250,Tumbuka,tum,language,Africa,-11.3297,33.3738
tumi1238,Tumi,kku,language,Africa,10.5113,8.10378
tumm1238,Tumma,,dialect,Africa,,
tumt1243,Tumtum,tbr,language,Africa,10.6378,30.4128
tumu1242,Tumulung Sisaala,sil,language,Africa,10.63451,-1.79707
tumz1238,Tumzabt,mzb,language,Africa,32.5014,3.85035
tund1257,Tunduli,,dialect,Africa,,
tund1256,Tunduru Yao,,dialect,Africa,,
tune1261,Tunen,tvu,language,Africa,4.75,10.67
tune1241,Tunen (Retired),baz,language,Africa,4.75,10.67
tung1284,Tung,,dialect,Africa,,
tung1285,Tunga,,dialect,Africa,,
juna1238,Tungba,,dialect,Africa,,
tung1287,Tungi',,dialect,Africa,,
tung1295,Tungila Suku,,dialect,Africa,,
tung1286,Tungu,,dialect,Africa,,
tuni1251,Tunia,tug,language,Africa,9.42506,18.2059
tuni1259,Tunisian Arabic,aeb,language,Africa,33.7966,9.56156
tuni1249,Tunisian Sign Language,tse,language,Africa,36.49562,10.03348
tuni1262,Tunisian-Zuwara Berber,,language,Africa,32.863859,11.299621
tuni1261,Tunis Judeo-Arabic,,dialect,Africa,,
tuni1260,Tunis (Tunisian Arabic),,dialect,Africa,,
tunn1238,Tunni,tqq,language,Africa,1.06167,43.6847
tuny1239,Tunya,,dialect,Africa,,
tunz1235,Tunzu,dza,language,Africa,9.115793,10.029445
tuob1242,Tuobo,,dialect,Africa,,
tuom1235,Tuomo,,dialect,Africa,,
tuot1238,Tuotomb,ttf,language,Africa,4.65626,10.6592
tupu1244,Tupuri,tui,language,Africa,10.0144,14.8697
turr1244,Tur,,dialect,Africa,,
ture1239,Ture,,dialect,Africa,,
turk1306,Turka,tuz,language,Africa,10.7114,-4.92082
turk1308,Turkana,tuv,language,Africa,4.30688,35.7101
turk1244,Turku-Bongor Pidgin Arabic,,language,Africa,9.09034,18.43689
turk1313,Turku Pidgin Arabic,,dialect,Africa,,
tsin1239,Tutsingo,,dialect,Africa,,
tuwu1238,Tuwuli,bov,language,Africa,7.31095,0.38008
twaa1238,Twa,,dialect,Africa,,
twab1238,Twabo,,dialect,Africa,,
twao1242,Twa of Bangweulu,,dialect,Africa,,
twao1243,Twa of the Kafue,,dialect,Africa,,
twii1234,Twi,twi,dialect,Africa,,
twok1234,Twok,,dialect,Africa,,
twum1238,Twumwu,,dialect,Africa,,
tyap1238,Tyap,kcg,language,Africa,9.75568,8.3082
tyeb1238,Tyebara,,dialect,Africa,,
ubag1245,Ubaghara,byc,language,Africa,5.72343,7.96439
uban1243,Ubang,uba,language,Africa,6.40906,9.2616
ubii1238,Ubi,ubi,language,Africa,11.8006,18.558
ubim1238,Ubima,,dialect,Africa,,
ubwe1238,Ubwebwe,,dialect,Africa,,
ubye1238,Ubye,,dialect,Africa,,
udaa1238,Uda,uda,language,Africa,4.70196,8.06562
udoo1238,Udo,,dialect,Africa,,
uduu1238,Udu,,dialect,Africa,,
uduk1239,Uduk,udu,language,Africa,9.16012,34.2293
uele1238,Uélé,,dialect,Africa,,
ufia1239,Ufia,,dialect,Africa,,
ufio1238,Ufiom,,dialect,Africa,,
ugan1238,Ugandan Sign Language,ugn,language,Africa,0.2475,32.4829
mesa1245,Ugare,iyo,language,Africa,6.32679,9.8723
