glottocode,name,isocodes,level,macroarea,latitude,longitude
mamb1298,Mamba,,dialect,Africa,,
mamb1295,Mamba (Democratic Republic of Congo),,dialect,Africa,,
mamb1294,Mambai,mcs,language,Africa,9.6121,14.0013
mamb1293,Mambe',,dialect,Africa,,
mamb1303,Mambisa,,dialect,Africa,,
mamb1297,Mambwe,,dialect,Africa,,
mamb1296,Mambwe-Lungu,mgr,language,Africa,-8.86817,31.2269
mamn1243,Mamna'a,,dialect,Africa,,
mamp1245,Mampoko,,dialect,Africa,,
mamp1244,Mampruli,maw,language,Africa,10.3884,-0.74675
mamv1243,Mamvu,mdi,language,Africa,2.68167,28.9862
mann1247,Man,,dialect,Africa,,
mana1289,Managobla,,dialect,Africa,,
mana1304,Manala,,dialect,Africa,,
mana1290,Manang,,dialect,Africa,,
mana1292,Manangeer,,dialect,Africa,,
mana1291,Manawadji,,dialect,Africa,,
mand1478,Manda,,dialect,Africa,,
mand1429,Mandaba,,dialect,Africa,,
mand1428,Mandala,,dialect,Africa,,
mand1423,Manda-Matumba,mgs,language,Africa,-10.3991,34.7424
mand1425,Mandari,mqu,language,Africa,5.83656,31.2327
mand1421,Manda (Venda),,dialect,Africa,,
mand1420,Mandiakuy,,dialect,Africa,,
mand1436,Mandinka,mnk,language,Africa,12.8165233333,-15.6539466667
mand1419,Mandjak,mfv,language,Africa,12.829,-15.9217
mand1422,Mandla,,dialect,Africa,,
mand1438,Mando,,dialect,Africa,,
mand1427,Mandura,,dialect,Africa,,
mand1426,Mandura-Dibate-Metemma,,dialect,Africa,,
mane1239,Mane,,dialect,Africa,,
mane1262,Manehas,,dialect,Africa,,
mang1400,Manga,,dialect,Africa,,
mang1399,Manga-Dagera Kanuri,kby,language,Africa,13.557,10.701
mang1391,Manganja,,dialect,Africa,,
mang1417,Mangar,,language,Africa,9.068012,8.73608
mang1416,Mangas,zns,language,Africa,10.0839,9.76103
mang1387,Mangayat,myj,language,Africa,8.38023,25.9024
mang1394,Mangbetu,mdj,language,Africa,2.5511,27.0712
mang1396,Mangbutu,mdk,language,Africa,2.74779,29.7358
mang1397,Mang (Chad),,dialect,Africa,,
mang1389,Mangehele,,dialect,Africa,,
mang1364,Mangio,,language,Africa,,
mang1386,Mang (Nigeria),,dialect,Africa,,
mang1398,Mango,mge,language,Africa,8.75884,16.9082
mang1390,Mangoche,,dialect,Africa,,
mang1422,Mangree,,language,Africa,,
mang1388,Mangum,,dialect,Africa,,
mani1306,Manicaland Zimbabwe Sign,,dialect,Africa,,
mani1294,Manigri-Kambolé Ede Nago,xkb,language,Africa,8.83338,1.69523
ulub1244,Manjiya,,dialect,Africa,,
mank1254,Mankaliya,,dialect,Africa,,
mank1251,Mankanya,knf,language,Africa,12.2615066667,-15.74389
mank1252,Mankim,,dialect,Africa,,
mank1253,Mankon,,dialect,Africa,,
mann1248,Mann,mev,language,Africa,7.04616,-8.86405
mans1267,Mansa',,dialect,Africa,,
mans1259,Mansoanka,msw,language,Africa,12.8218,-15.9202
mant1267,Manta,myg,language,Africa,6.0213,9.59489
many1261,Manya,mzj,language,Africa,8.56186,-9.44257
many1259,Manyawa,mny,language,Africa,-16.4963,36.8459
many1258,Manyika,mxc,language,Africa,-18.1927,32.8052
many1260,Manyok,,dialect,Africa,,
manz1243,Manza,mzv,language,Africa,6.51218,18.7935
manz1244,Manzala,,dialect,Africa,,
maoo1244,Mao,,dialect,Africa,,
maor1245,Maore,,dialect,Africa,,
maor1244,Maore Comorian,swb,language,Africa,-12.830306,45.154942
mapa1243,Mapanga,,dialect,Africa,,
mara1389,Maraba,,dialect,Africa,,
mara1395,Mara (Central Sudanic),,dialect,Africa,,
mara1394,Maracha,,dialect,Africa,,
mara1393,Marachi,lri,language,Africa,0.34,34.22
mara1390,Marale,,dialect,Africa,,
mara1392,Marama,lrm,language,Africa,0.19,34.49
mara1413,Mara (Malgbe),,dialect,Africa,,
mara1391,Marangu,,dialect,Africa,,
mara1388,Marara,,dialect,Africa,,
mara1396,Mararit,mgb,language,Africa,14.087,21.6408
marb1239,Marba,mpg,language,Africa,9.54,15.8
mard1244,Marda,,dialect,Africa,,
mare1260,Marenje,vmr,language,Africa,-16.2129,35.7425
mare1257,Marensé,,dialect,Africa,,
marf1238,Marfa,mvu,language,Africa,13.1568,20.7882
marg1265,Marghi Central,mrt,language,Africa,10.93854,13.0521
marg1266,Marghi South,mfm,language,Africa,10.53854,12.99521
mark1256,Marka,rkm,language,Africa,12.7178,-3.58355
mark1254,Marke,,dialect,Africa,,
mark1255,Markweeta,enb,language,Africa,1.15018,35.5866
mark1258,Markweta-Chesongoch,,dialect,Africa,,
maro1243,Maroua Fulfulde,,dialect,Africa,,
marr1264,Marrakech,,dialect,Africa,,
marr1260,Marry,,dialect,Africa,,
mary1234,Marya Qayah,,dialect,Africa,,
mary1235,Marya Sallam,,dialect,Africa,,
masa1299,Masaaba,myx,language,Africa,1.05906,34.2829
masa1300,Masai,mas,language,Africa,-3.1419,36.4573
masa1302,Masakin Gusar,,dialect,Africa,,
masa1303,Masakin Tuwal,,dialect,Africa,,
masa1295,Masaku,,dialect,Africa,,
nucl1440,Masalit,mls,language,Africa,13.2733,22.1752
masa1296,Masama,,dialect,Africa,,
masa1322,Masana,mcn,language,Africa,10.0606,15.4748
mase1248,Masemola,,dialect,Africa,,
mase1251,Masev-Hyarev,,dialect,Africa,,
masf1235,Masfeima,,dialect,Africa,,
mash1273,Mashalit,,dialect,Africa,,
mash1265,Mashasha,,dialect,Africa,,
mash1266,Mashati,,dialect,Africa,,
mash1268,Mashi,,dialect,Africa,,
mash1269,Mashi (Nigeria),jms,language,Africa,6.91719,10.2778
mash1267,Mashi (Zambia),mho,language,Africa,-16.7256,22.5983
mash1272,Mashonaland Zimbabwe Sign,,dialect,Africa,,
masi1268,Masikoro Malagasy,msh,language,Africa,-22.5582,43.8156
masi1273,Masikoro-Miary,,dialect,Africa,,
masi1263,Masingbi,,dialect,Africa,,
masl1241,Maslam,msv,language,Africa,12.1918,14.8873
masm1239,Masmaje,mes,language,Africa,13.076,19.2769
mass1267,Massagal,,dialect,Africa,,
mass1262,Massalat,mdg,language,Africa,13.5157,19.7348
mass1261,Massaninga,,dialect,Africa,,
mass1268,Massawa,,dialect,Africa,,
masv1236,Masvingo School Sign,,dialect,Africa,,
mata1306,Matal,mfh,language,Africa,10.9284,14.0474
mata1313,Matambwe,wtb,dialect,Africa,,
mata1283,Matapo,,dialect,Africa,,
mate1257,Mate,,dialect,Africa,,
mate1262,Matebeleland Zimbabwe Sign,,dialect,Africa,,
mate1258,Matengo,mgv,language,Africa,-11.554,35.0056
mate1256,Materi,,dialect,Africa,,
math1238,Mathira,,dialect,Africa,,
matl1257,Matlala-Moletshi,,dialect,Africa,,
mato1251,Matondoni,,dialect,Africa,,
matu1257,Matumba,,dialect,Africa,,
matu1259,Matumbi,mgw,language,Africa,-8.53734,39.0409
maty1235,Matya Samo,stj,language,Africa,13.1027,-3.25128
maur1242,Mauritian Creole,,dialect,Africa,,
maur1240,Mauritian Sign Language,lsy,language,Africa,-20.166667,57.516667
mavi1238,Maviha,,dialect,Africa,,
mavo1238,Mavoumay,,dialect,Africa,,
mawa1270,Mawa (Chad),mcw,language,Africa,11.7461,18.2999
mawa1236,Mawa (Nigeria),wma,language,Africa,10.8527,9.72407
maxi1236,Maxi Gbe,mxl,language,Africa,7.57292,1.78181
maia1240,Mayak,,dialect,Africa,,
maya1281,Maya Samo,sym,language,Africa,13.1811,-2.72732
maye1238,Mayeka,myc,dialect,Africa,4.0,24.0
mayo1279,Mayo Djarendi-Mandi,,dialect,Africa,,
mayo1261,Mayogo,mdm,language,Africa,2.79827,27.8282
mayu1240,Mayu,,dialect,Africa,,
maza1303,Mazagwa,,dialect,Africa,,
maza1304,Mazagway,dkx,language,Africa,10.175,13.6873
mbaa1245,Mba,mfc,language,Africa,1.06885,25.143
mbaa1250,Mbaaru,,dialect,Africa,,
mbad1234,Mbadja,,dialect,Africa,,
mbag1238,Mbagani,,dialect,Africa,,
mbah1238,Mbah,,dialect,Africa,,
mbai1249,Mbai,,dialect,Africa,,
mbai1247,Mbai (Northwest Gbaya),,dialect,Africa,,
mbai1248,Mbaise,,dialect,Africa,,
mbak1242,Mbaka,,dialect,Africa,,
mbal1257,Mbala,mdp,language,Africa,-5.11888,18.041
mbal1262,Mbalanhu,,dialect,Africa,,
mbal1256,Mbale,,dialect,Africa,,
mbal1258,Mballa,,dialect,Africa,,
mbal1261,Mbalundu,,dialect,Africa,,
mbam1255,Mbamaka-Tapi,,dialect,Africa,,
mbam1248,Mbamba,,dialect,Africa,,
mban1265,Mbandieru,,dialect,Africa,,
mban1263,Mbandja,zmz,language,Africa,3.98003,19.4455
mban1266,Mbang,,dialect,Africa,,
mban1264,Mbangala,mxg,language,Africa,-9.15592,17.4086
mban1262,Mbangi,mgn,language,Africa,4.69967,22.06451
mban1268,Mbangwe,zmn,language,Africa,-2.28729,13.5956
mbar1262,Mbar,,dialect,Africa,,
mbar1260,Mbara (Chad),mpk,language,Africa,10.91,15.54
mbar1255,Mbaru,,dialect,Africa,,
mbat1250,Mbat,,dialect,Africa,,
mbat1248,Mbati,mdn,language,Africa,3.94184,17.7529
mbat1249,Mbati of Mbaïki,,dialect,Africa,,
mbat1251,Mbat (Nigeria),,dialect,Africa,,
mbat1247,Mbato,gwa,language,Africa,5.34421,-3.70421
mbay1241,Mbay,myb,language,Africa,8.23066,15.7328
mbee1249,Mbe,mfo,language,Africa,6.57067,8.82998
mbee1250,Mbe',mtk,language,Africa,6.25838,11.0906
mbed1242,Mbedam,xmd,language,Africa,10.466,13.9322
mbed1238,Mbedzi,,dialect,Africa,,
mbee1248,Mbeere,,dialect,Africa,,
mbec1238,Mbeki Ajiri,,dialect,Africa,,
mbel1241,Mbele-Cenga-Bonjo,,dialect,Africa,,
mbel1240,Mbelime,mql,language,Africa,10.4532,0.95645
mber1261,Mberem,,dialect,Africa,,
mber1257,Mbere-Mbamba,mdt,language,Africa,-0.477445,14.2877
mber1254,Mbere (Mboum),,dialect,Africa,,
mber1255,Mbere (Northwest Gbaya),,dialect,Africa,,
mbes1238,Mbesa,zms,language,Africa,1.6207,22.8389
mbes1239,Mbessa,emz,language,Africa,6.31,10.407
mbii1238,Mbi,,dialect,Africa,,
mbib1238,Mbibji,,dialect,Africa,,
mbid1238,Mbida-Bani,,dialect,Africa,,
mbil1239,Mbila,,dialect,Africa,,
mbin1238,Mbinga,,dialect,Africa,,
mbir1238,Mbire,,dialect,Africa,,
mbiz1238,Mbizenaku,,dialect,Africa,,
mbob1238,Mbobyeng,,dialect,Africa,,
mboc1235,Mbo (Cameroon),mbo,language,Africa,5.13981,9.92766
mbod1238,Mbo (Democratic Republic of Congo),zmw,language,Africa,1.11602,28.018
mboi1246,Mboi,moi,language,Africa,9.86954,12.545
mbok1242,Mboka,,dialect,Africa,,
mbok1243,Mboko,mdu,language,Africa,0.43541,14.7935
mbol1247,Mbole,mdq,language,Africa,-0.57181,24.0443
mbol1248,Mbololo,,dialect,Africa,,
mbon1252,Mbonga,xmb,language,Africa,5.7517,13.6471
mbon1250,Mbonge,,dialect,Africa,,
mbon1253,Mbongno,bgu,language,Africa,6.82543,11.1316
mbon1251,Mbonjoku,,dialect,Africa,,
mbos1242,Mbosi,mdw,language,Africa,-1.23019,15.5322
mbot1238,Mboto,,dialect,Africa,,
mbou1244,Mboum,,dialect,Africa,,
segu1238,Mbour,,dialect,Africa,,
mbou1245,Mbour Sign Language,,language,Africa,14.420649,-16.970045
mbow1246,Mbowe,mxo,language,Africa,-14.2941,23.9819
mbow1244,Mbowela,,dialect,Africa,,
mbre1244,Mbre,mka,language,Africa,8.20929,-5.72944
mbre1245,Mbre (Banda-Mbres),,dialect,Africa,,
mbre1246,Mbrerewi,,dialect,Africa,,
mbug1240,Mbugu,mhd,language,Africa,-4.72863,38.3519
mbug1242,Mbugwe,mgz,language,Africa,-3.75763,35.8133
mbuk1244,Mbuk,bpc,language,Africa,6.535575,10.415141
mbuk1243,Mbuko,mqb,language,Africa,10.7788,14.1677
mbuk1240,Mbukushu,mhw,language,Africa,-17.6827,22.5026
mbul1261,Mbula (Atlantic-Congo),,dialect,Africa,,
mbul1260,Mbula-Bwazza,mbu,language,Africa,9.60769,12.2439
mbul1262,Mbule,mlb,language,Africa,4.50635,10.9924
mbul1259,Mbuli,,dialect,Africa,,
mbul1258,Mbulungish,mbv,language,Africa,10.8553,-14.7372
mbum1254,Mbum,mdd,language,Africa,7.5789,14.2722
mbum1255,Mbumi,,dialect,Africa,,
mbun1249,Mbunda,mck,language,Africa,-14.603,21.9768
mbun1248,Mbunga,mgy,language,Africa,-8.19661,36.5362
mbur1239,Mburku,bbt,language,Africa,10.9276,9.81365
mbut1238,Mbutu,,dialect,Africa,,
mpuo1241,Mbuun,zmp,language,Africa,-5.21134,19.4269
mbwa1238,Mbwaanz,,dialect,Africa,,
mbwe1238,Mbwela,mfu,language,Africa,-13.3267,18.2243
mbwi1238,Mbwila,,dialect,Africa,,
mbya1238,Mbyam,,dialect,Africa,,
mdun1238,Mdundulu,,dialect,Africa,,
mech1243,Mecha,,dialect,Africa,,
mede1238,Medefidrin,dmf,language,Africa,,
medi1249,Mediak,mwx,language,Africa,-2.780485,36.59766
ling1242,Mediterranean Lingua Franca,pml,language,Africa,33.8613,10.8531
medo1241,Medo,,dialect,Africa,,
medo1242,Medogo,,dialect,Africa,,
medu1238,Medumba,byv,language,Africa,5.10901,10.6118
meek1238,Meeka,,dialect,Africa,,
meen1242,Me'en,mym,language,Africa,6.63207,35.6255
mefe1242,Mefele,mfj,language,Africa,10.677,13.8201
mein1238,Mein,,dialect,Africa,,
meje1239,Meje,,dialect,Africa,,
mela1253,Melan So,,dialect,Africa,,
mele1249,Mèlè (Central African Republic),,dialect,Africa,,
mele1248,Melete,,dialect,Africa,,
melo1242,Melo,mfx,language,Africa,6.53916,36.811
melo1244,Melokwo,,dialect,Africa,,
melo1241,Melong,,dialect,Africa,,
memb1238,Membi,,dialect,Africa,,
befa1241,Menchum,bby,language,Africa,6.27562,10.0342
mend1262,Mendankwe,,dialect,Africa,,
mend1261,Mendankwe-Nkwen,mfd,language,Africa,6.00034,10.2307
mend1266,Mende (Sierra Leone),men,language,Africa,7.90935,-10.9926
mene1239,Menemo,,dialect,Africa,,
meng1264,Mengaka,xmg,language,Africa,5.71399,10.3377
meng1263,Mengisa,mct,dialect,Africa,4.5932,11.3947
meng1265,Mengum,,dialect,Africa,,
menk1238,Menka,mea,language,Africa,5.94639,9.69161
meny1244,Menya (Uganda),,dialect,Africa,,
menz1238,Menzime,,dialect,Africa,,
merr1238,Mer (Bench),,dialect,Africa,,
mere1241,Méré,,dialect,Africa,,
mere1247,Mereic Gula,,dialect,Africa,,
mere1246,Merey,meq,language,Africa,10.7458,14.09
meri1243,Merina,,dialect,Africa,,
mirr1240,Mernyang,,dialect,Africa,,
mero1237,Meroitic,xmr,language,Africa,16.9333,33.7333
meru1245,Meru,mer,language,Africa,0.26484,37.7396
mesi1242,Mesise,,dialect,Africa,,
mesm1239,Mesme,zim,language,Africa,9.28888,15.7018
mesm1243,Mesmes,mys,language,Africa,7.53825,37.5742
mesq1240,Mesqan,mvz,language,Africa,8.10617,38.3386
takp1245,Messeni,,dialect,Africa,,
meta1238,Meta',mgo,language,Africa,5.88942,9.87416
meta1239,Metalsa,,dialect,Africa,,
mete1238,Metemma,,dialect,Africa,,
metm1234,Metmata,,dialect,Africa,,
mezi1238,Mezimko,,dialect,Africa,,
mfee1238,Mfe,,dialect,Africa,,
mfen1238,Mfengu,,dialect,Africa,,
mfin1238,Mfinu,zmf,language,Africa,-4.26573,16.2559
mfuo1234,Mfuome,,dialect,Africa,,
mgao1238,Mgao,,dialect,Africa,,
obos1238,Mgbenege,,dialect,Africa,,
mgbo1238,Mgbo,gmz,dialect,Africa,,
mhar1238,Mhari,,dialect,Africa,,
miam1251,Miamu,,dialect,Africa,,
mica1242,Micari,,dialect,Africa,,
midd1332,Middle Egypt,,dialect,Africa,,
midd1369,Middle Egyptian,,dialect,Africa,,
midl1242,Midlands Zimbabwe Sign,,dialect,Africa,,
mido1240,Midob,mei,language,Africa,14.789,27.2236
mids1243,Mid-Southern Banda,bjo,language,Africa,5.87893,22.4666
mien1244,Mienge,,dialect,Africa,,
miga1249,Migaama,mmy,language,Africa,12.2367,18.9614
miis1236,Miisiirii,,language,Africa,14.16,22.69
miju1244,Mìjuu,,dialect,Africa,,
mika1256,Mikaya-Bambengangale-Baluma,,language,Africa,1.488279,15.951762
mike1243,Mikea,,dialect,Africa,,
mike1238,Mikebwe,,dialect,Africa,,
mike1242,Mikere,,dialect,Africa,,
milt1241,Miltu,mlj,language,Africa,10.2347,17.4126
mimi1240,Mimi-Gaudefroy,,language,Africa,13.827507,21.11324
mimi1245,Mi Mijivin,,dialect,Africa,,
mimi1241,Mimi-Nachtigal,,language,Africa,14.302046,20.724106
mina1276,Mina (Cameroon),hna,language,Africa,10.38053,13.84054
mind1254,Minda,,dialect,Africa,,
mund1334,Mindat,mmf,language,Africa,9.15151,8.76875
mind1262,Mindéra,,dialect,Africa,,
mine1239,Mineo,,dialect,Africa,,
ming1254,Mingang Doso,mko,language,Africa,9.25942,11.295
mini1259,Minifire,,dialect,Africa,,
minn1249,Minna,,dialect,Africa,,
minu1238,Minungo,,dialect,Africa,,
mire1238,Mire,mvh,language,Africa,9.69132,16.9932
miri1267,Miri,,dialect,Africa,,
mish1244,Miship,mjs,language,Africa,9.20477,9.33752
mish1242,Mishulundu,,dialect,Africa,,
miss1255,Missong,,dialect,Africa,,
mitt1253,Mittu,mwu,language,Africa,7.45616,29.0002
mitu1240,Mituku,zmq,language,Africa,-1.57031,25.104
miut1238,Miutini,,dialect,Africa,,
mixi1241,Mixifore,mfg,language,Africa,10.6822,-14.385
miya1266,Miya,mkf,language,Africa,10.9234,9.71505
miyo1238,Miyobe,soy,language,Africa,9.94366,1.33302
miza1238,Miza,,dialect,Africa,,
mizu1238,Mizulo,,dialect,Africa,,
mkuu1238,Mkuu,,dialect,Africa,,
mkwe1238,Mkwet,,dialect,Africa,,
mlal1234,Mlalo,,dialect,Africa,,
mlom1238,Mlomp,mlo,language,Africa,12.8318,-16.5383
mmaa1238,Mmaala,mmu,language,Africa,4.52188,11.0599
mman1238,Mmani,,dialect,Africa,,
mmen1238,Mmen,bfm,language,Africa,6.43213,10.2541
mmok1234,Mmok,,dialect,Africa,,
moba1244,Moba,mfq,language,Africa,10.9496,0.159565
mowo1238,Mobar,,dialect,Africa,,
mobo1238,Mobou,,dialect,Africa,,
mobu1235,Mobumrin Aizi,ahm,language,Africa,5.26847,-4.47303
moch1256,Mochi,old,language,Africa,-3.33743,37.3357
modd1238,Mod,,dialect,Africa,,
moda1242,Mo'da,gbn,language,Africa,6.1463,29.7355
mode1250,Modea,,dialect,Africa,,
mode1249,Modele,,dialect,Africa,,
mode1269,Modele-Ushaku,,dialect,Africa,,
modi1234,Modin,,dialect,Africa,,
modo1248,Modo,,dialect,Africa,,
moee1234,Mo'e,,dialect,Africa,,
mofu1248,Mofu-Gudur,mif,language,Africa,10.567,14.0314
mofu1251,Mofu-Gudur Sign Language,,language,Africa,11.0,14.5
moga1246,Mogana,,dialect,Africa,,
moga1247,Moganda,,dialect,Africa,,
moga1248,Mogareb,,dialect,Africa,,
mogh1246,Moghamo,,dialect,Africa,,
mogu1251,Mogum,mou,language,Africa,11.5199,18.6082
mogu1253,Mogum Déle,,dialect,Africa,,
mogu1254,Mogum Diguimi,,dialect,Africa,,
mogu1252,Mogum Urmi,,dialect,Africa,,
moic1236,Moi (Congo),mow,language,Africa,-1.72413,16.4556
moin1241,Moingi,mwz,language,Africa,1.20615,23.5035
moit1238,Moitanik,,dialect,Africa,,
moki1243,Mokilko,,dialect,Africa,,
moko1255,Mokola,,dialect,Africa,,
moko1243,Mokole,mkl,language,Africa,11.0438,3.05998
moko1256,Mokolo,,dialect,Africa,,
moko1254,Mokong,,dialect,Africa,,
mokp1238,Mokpa,,language,Africa,-0.17411,25.6661
mokp1239,Mokpwe,bri,language,Africa,4.24178,9.23887
mole1238,Molengue,bxc,language,Africa,1.3718,9.61289
moli1246,Moliba,,dialect,Africa,,
molo1257,Molo,zmo,language,Africa,10.793,33.5677
molo1266,Moloko,mlw,language,Africa,10.7933,14.2521
molo1259,Molo (Nyamusa-Molo),,dialect,Africa,,
molu1244,Molunga,,dialect,Africa,,
momb1253,Mombe,,dialect,Africa,,
momb1254,Mombo Dogon,dmb,language,Africa,14.376155,-3.664799
momi1243,Momi Bati,,dialect,Africa,,
momi1241,Momi Yadim,,dialect,Africa,,
momj1237,Mom Jango,ver,language,Africa,8.8658,12.7473
nucl1355,Mom Jango of Dan Wumba,,dialect,Africa,,
momv1238,Momveda,,dialect,Africa,,
mond1270,Mondai,,dialect,Africa,,
mond1263,Mondo,,dialect,Africa,,
mond1264,Mondogossou,,dialect,Africa,,
mong1337,Mongala Poto,,dialect,Africa,,
mong1334,Mongbapele,,dialect,Africa,,
mong1338,Mongo,lol,language,Africa,-1.54228,20.4259
mong1345,Mongoba-Kazibati,,language,Africa,2.80983,29.5637
mong1340,Mongo (Daju),,dialect,Africa,,
mong1339,Mongo (Kuranko),,dialect,Africa,,
mong1336,Mongo (Lusengo),,dialect,Africa,,
moni1259,Monia,,dialect,Africa,,
monj1234,Monja,,dialect,Africa,,
monk1234,Monkin,,dialect,Africa,,
mono1269,Mono (Cameroon),mru,language,Africa,8.78372,14.2254
mono1270,Mono (Democratic Republic of Congo),mnh,language,Africa,4.57915,19.8264
mono1279,Monogoy,,dialect,Africa,,
mont1280,Montol,mtl,language,Africa,9.01778,9.65014
monz1250,Monzamboli,,dialect,Africa,,
monz1249,Monzombo,moj,language,Africa,3.19008,18.5129
mooo1239,Moo,gwg,language,Africa,9.44081,11.204
moom1238,Mooma,,dialect,Africa,,
moon1238,Moonde,,dialect,Africa,,
morb1238,Morbo,,dialect,Africa,,
more1254,Moreb,,dialect,Africa,,
mori1266,Morie,,dialect,Africa,,
mori1277,Moriko,,dialect,Africa,,
mori1278,Morisyen,mfe,language,Africa,-20.2613,57.5517
moro1285,Moro,mor,language,Africa,10.9194,30.2138
moro1292,Moroccan Arabic,ary,language,Africa,32.5,-7.5
moro1242,Moroccan Sign Language,xms,language,Africa,32.139,-7.69607
moro1284,Morokodo,mgc,language,Africa,5.5103,30.0229
moro1281,Morom,bdo,language,Africa,12.14611,17.64653
moro1280,Moronou,,dialect,Africa,,
moru1253,Moru,mgd,language,Africa,5.1232,30.3287
moru1251,Moruba,,dialect,Africa,,
moru1254,Moruwa'di,,dialect,Africa,,
mosi1246,Mosieno,,dialect,Africa,,
moss1236,Mossi,mos,language,Africa,11.95,-1.32
temb1272,Motembo-Kunda,tmv,language,Africa,2.0246,20.36849
moti1240,Motiem,,dialect,Africa,,
motm1238,Moto-Mar,,dialect,Africa,,
moug1238,Mougo,,dialect,Africa,,
mova1237,Mowar,,dialect,Africa,,
moye1235,Moye,,dialect,Africa,,
moyo1239,Moyo,,dialect,Africa,,
moza1251,Mozambican Ngoni,xnq,language,Africa,-12.923,38.892
moza1235,Mozambican Sign Language,mzy,language,Africa,-19.811,34.613
lomw1241,Mozambique Lomwe,ngl,language,Africa,-16.0381,37.2437
mpad1242,Mpade,mpi,language,Africa,12.561391,14.446893
mpak1240,Mpaka,,dialect,Africa,,
mpam1239,Mpama,,language,Africa,-0.739203,17.685662
mpam1238,Mpama (Mongo),,dialect,Africa,,
mpie1238,Mpiemo,mcx,language,Africa,3.45776,15.5246
mpii1240,Mpiin,,dialect,Africa,,
mpin1234,Mpinda,pnd,language,Africa,-10.76,13.72
mpoo1238,Mpo,,dialect,Africa,,
mpom1238,Mpomam,,dialect,Africa,,
mpon1252,Mpondo,,dialect,Africa,,
mpon1251,Mpondomise,,dialect,Africa,,
mpon1254,Mpongmpong,mgg,language,Africa,3.14015,14.866
mpon1253,Mpongo,,dialect,Africa,,
mpon1255,Mpongwe,,dialect,Africa,,
mpot1240,Mpoto,mpa,language,Africa,-11.13767,34.71269
mpra1235,Mpra,,language,Africa,8.867,-1.25
mpus1238,Mpus,,dialect,Africa,,
mput1234,Mput,,dialect,Africa,,
mpuu1242,Mpuun,,dialect,Africa,,
mpye1238,Mpyemo,,dialect,Africa,,
mrim1238,Mrima,,dialect,Africa,,
mser1242,Mser,kqx,language,Africa,11.9765,15.0373
mtez1238,Mtezi,,dialect,Africa,,
mubi1246,Mubi,mub,language,Africa,12.6893,19.5902
mufu1234,Mufu,,dialect,Africa,,
mufw1238,Mufwa,,dialect,Africa,,
muga1242,Mugange,,dialect,Africa,,
mugh1243,Mughaja,,dialect,Africa,,
mugu1242,Muguji,,dialect,Africa,,
muhe1234,Muher,,dialect,Africa,,
muhu1242,Muhulu,,dialect,Africa,,
muhu1241,Muhura,,dialect,Africa,,
muku1240,Mukula (Zambia),,dialect,Africa,,
muku1242,Mukulu,moz,language,Africa,11.8644,18.1822
mule1238,Mulenge,,dialect,Africa,,
mulo1238,Mulonga,,dialect,Africa,,
muly1238,Mulyen,,dialect,Africa,,
mumo1239,Mumoni,,dialect,Africa,,
nucl1240,Mumuye,mzm,language,Africa,8.90347,11.71545
mund1340,Mundabli,,dialect,Africa,,
mund1328,Mundabli-Mufu,boe,language,Africa,6.59969,10.2704
mund1325,Mundang,mua,language,Africa,9.83195,14.4751
mund1327,Mundani,mnf,language,Africa,5.68073,9.91533
mund1326,Mündü,muh,language,Africa,4.22755,29.9967
mund1341,Mundum,,dialect,Africa,,
mung1268,Munga,,dialect,Africa,,
mung1266,Mungaka,mhk,language,Africa,5.89752,10.0294
mung1275,Mungba,,dialect,Africa,,
abar1238,Mungbam,mij,language,Africa,6.5805,10.2267
mung1265,Mungo,,dialect,Africa,,
mung1267,Mungong,,dialect,Africa,,
munj1246,Munjuk-Nord,,dialect,Africa,,
munj1247,Munjuk-Sud,,dialect,Africa,,
munk1244,Munken,,dialect,Africa,,
muny1242,Munyo,,dialect,Africa,,
mupu1234,Mupun,,dialect,Africa,,
mura1277,Mura,,dialect,Africa,,
mura1270,Murasi,,dialect,Africa,,
murl1244,Murle,mur,language,Africa,6.69756,33.988
murr1262,Murru,,dialect,Africa,,
murs1242,Mursi,muz,language,Africa,5.69801,36.0971
muru1267,Murugu,,dialect,Africa,,
muru1268,Murum,,dialect,Africa,,
musa1264,Musaia,,dialect,Africa,,
muse1242,Musey,mse,language,Africa,9.81612,15.4115
musg1253,Musgoi,,dialect,Africa,,
musg1254,Musgu,mug,language,Africa,10.8439,15.1065
mush1239,Mushere,,dialect,Africa,,
mush1238,Mushungulu,xma,dialect,Africa,0.00689,42.6626
musk1256,Muskum,mje,language,Africa,11.5697,15.4113
musu1242,Musukotwani,,dialect,Africa,,
musu1241,Musumb,,dialect,Africa,,
musu1240,Musunye,,dialect,Africa,,
muth1242,Muthambi,,dialect,Africa,,
muti1238,Mutidi,,dialect,Africa,,
mutu1251,Muturami,,dialect,Africa,,
mutu1250,Muturuwa,,dialect,Africa,,
muya1243,Muyang,muy,language,Africa,10.86047,14.21246
muzu1238,Muzuk,,dialect,Africa,,
mvae1238,Mvae,,dialect,Africa,,
mvan1238,Mvano,mcj,language,Africa,6.75724,11.1843
mvet1238,Mvete,,dialect,Africa,,
mvit1238,Mvita,,dialect,Africa,,
mvog1242,Mvog-Niengue,,dialect,Africa,,
mvub1239,Mvuba,mxh,language,Africa,0.7398,29.6656
mvum1238,Mvumbo,,dialect,Africa,,
mwag1236,Mwaghavul,sur,language,Africa,9.47205,8.96522
mwal1237,Mwali Comorian,wlc,language,Africa,-12.3164,43.741
